,channel_id,channel_name,country,genre_channel,join_date,subscriber,total_video,,,0,UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,United States,Gaming,4/29/2010,61006277,3424,
486,UCRW3VLiVep5Ud4Ovhj2eUyA,ÐÐ°ÑÑÐµÑÑÐºÐ°Ñ ÐÐ°ÑÑÑÐ¾ÐµÐ½Ð¸Ñ,Russian Federation,Entertainment,8/10/2013,5132573,378,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
488,UChYWDADhmWJU6_X7Vm7FzDw,Bela BagunÃ§a,Brazil,Entertainment,3/27/2015,5114493,485,,,,,,,,,,,
489,UC1Ydgfp2x8oLYG66KZHXs1g,TheTalko,United States,Entertainment,4/24/2015,5106415,1353,,,,,,,,,,,
490,UCiw97Iyd9CbAyr00D94v3tg,Yippee Toys,United States,Entertainment,5/19/2015,5084960,1594,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
493,UC6pjHMC4QXMi4llCCjtDXWg,Lil pump,-,Music,10/15/2015,5054951,22,,,,,,,,,,,
494,UCaMYfhdKrlqqEpkynPvgVQw,SirKazzio,-,Entertainment,4/7/2012,5053126,4055,,,,,,,,,,,
495,UCHa-hWHrTt4hqh-WiHry3Lw,EvanTubeHD,United States,Entertainment,9/21/2011,5049211,563,,,,,,,,,,,
496,UC-J-KZfRV8c13fOCkhXdLiQ,Dua Lipa,-,Music,2/5/2011,5044994,55,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
498,UCS12iihD_IjkXwpI-ZxYa8Q,PomPomToys,United States,Entertainment,6/11/2014,5039326,1866,,,,,,,,,,,
499,UCt4t-jeY85JegMlZ-E5UWtA,Aaj Tak,India,News & Politics,8/27/2009,5027674,73721,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
501,UCFjrDmEnxrG5TRGVO0TPHLA,Desimpedidos,Brazil,Sports,6/12/2013,5021845,1429,,,,,,,,,,,
502,UCt7sv-NKh44rHAEb-qCCxvA,Wylsacom,Russian Federation,Science & Technology,7/31/2011,5010874,1533,,,,,,,,,,,
503,UCOjjJFywLQTzZcARKsTUzXA,DaiFiveTop,Russian Federation,Entertainment,2/6/2013,5002703,1304,,,,,,,,,,,
504,UCjmJDM5pRKbUlVIzDYYWb6g,Warner Bros. Pictures,-,Entertainment,10/17/2006,4985812,2233,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
506,UC_GvMVffgctSISDkeWlKhXQ,dope2111,United States,Howto & Style,6/29/2009,4979132,204,,,,,,,,,,,
507,UCVrstuGnHjpUXr9G98wwKow,Ø§ÙØ±ÙØ§Ø³ ÙÙÙØ²Ù,Iraq,Music,9/27/2013,4969254,1552,,,,,,,,,,,
508,UCfaZw8XH_zmAVkBst_MPD6w,CKN Toys,Australia,Entertainment,3/28/2015,4962840,357,,,,,,,,,,,
509,UCKdEsgHiM0SulsFXm7QMJAg,Gallina Pintadita,MÃ©xico,Music,8/2/2011,4950042,29,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
511,UCjWRi2qaGtKjQyoQLc4OGkw,jwcfree,-,Music,9/9/2006,4946669,1028,,,,,,,,,,,
512,UC-LPIU24bQXVljUXivKEeRQ,STAR Plus,India,Entertainment,5/19/2006,4942435,13539,,,,,,,,,,,
513,UCqNe2Mqtv5sNidn5hAAEfiQ,HigaTV,Sint-Maarten,Entertainment,4/17/2009,4938745,342,,,,,,,,,,,
514,UC9A70zHWT__VE5oWmTg2-xA,Canal Top10,Brazil,Entertainment,7/27/2016,4928732,173,,,,,,,,,,,
515,UCZH4EVUqljV-zkZEd0Ot7EQ,Madilyn Bailey,-,Music,5/24/2008,4923771,172,,,,,,,,,,,
516,UCy2CIDKYZqqbeJ0NHNcJ9sQ,MBC GROUP,United Arab Emirates,Entertainment,11/24/2005,4915723,2145,,,,,,,,,,,
517,UCJrDMFOdv1I2k8n9oK_V21w,Tips Official,India,Music,5/22/2007,4915471,2206,,,,,,,,,,,
518,UCXhDFaOPG2zhiYm9eXuMKkA,MAIKI021,Brazil,Entertainment,1/22/2008,4910347,528,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
522,UC6jgzx2g3nlbaYkd8EMweKA,Jaclyn Hill,United States,Howto & Style,9/7/2010,4901345,307,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
525,UCGCVyTWogzQ4D170BLy2Arw,Simply Nailogical,Canada,Entertainment,6/5/2014,4896515,348,,,,,,,,,,,
526,UC8gKWMFvVenlVjgysNojYQg,SuperMarioLogan,United States,Entertainment,12/8/2007,4889178,560,,,,,,,,,,,
527,UC2LOY_zd1ZAc1kZPyzoqhMQ,Meredith Foster,Sint-Maarten,Howto & Style,8/8/2009,4888233,371,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
530,UCkqnyO9IhmZaa_pdQ1lwmaw,AlexXxStrecci,MÃ©xico,Entertainment,1/3/2012,4871342,411,,,,,,,,,,,
531,UCwgURKfUA7e0Z7_qE3TvBFQ,devinsupertramp,-,Entertainment,6/14/2010,4866881,280,,,,,,,,,,,
532,UCOhHO2ICt0ti9KAh-QHvttQ,Technical Guruji,India,Science & Technology,10/19/2015,4862363,1488,,,,,,,,,,,
533,UCa7lQu3RM6p88h4KOfTpqWA,ÙÙ ØªØ¹ÙÙØ,Saudi Arabia,Entertainment,10/9/2015,4851958,816,,,,,,,,,,,
534,UCbt4SegZBQLeXMTMvnrfZtw,Gato Galactico,Brazil,Film and Animation,4/2/2013,4846876,256,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
536,UCFWsjsN53Sqvg2pWhSFmWBQ,GRAMMY GOLD OFFICIAL,Thailand,Music,1/15/2014,4842292,2489,,,,,,,,,,,
537,UCLk9wddjT0F-HILLRFXodtg,Joe Weller,Great-Britain,Entertainment,6/23/2012,4839364,310,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
540,UCHfdTAyg5t4mb1G-3rJ6QsQ,BibisBeautyPalace,Germany,Howto & Style,11/28/2012,4821742,605,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
543,UCwrfRCqA9wvqp9zCvzLl6Sw,DM Pranks' Killer Clowns,United States,Entertainment,5/16/2013,4810529,68,,,,,,,,,,,
544,UC6QWhGQqf0YDYdRb0n6ojWw,Brooklyn and Bailey,United States,Entertainment,11/14/2010,4808249,311,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
546,UCZYTClx2T1of7BRZ86-8fow,SciShow,-,Education,10/20/2011,4803478,1500,,,,,,,,,,,
547,UCR3TOnFWDeAlT-Ho6LueDmg,SBT Online,Brazil,Entertainment,2/3/2008,4796043,25419,,,,,,,,,,,
548,UCGXJctnOERFLvxiMb-jF6oQ,DETONA FUNK,Brazil,Music,10/3/2014,4784360,4237,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
550,UCvhQPdeTHzIRneScV8MIocg,Clean Bandit,Great-Britain,Music,6/21/2010,4775379,58,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
552,UCWSuUgXtU4wgg_L7mE0_0lQ,NexxuzHD,-,Entertainment,4/3/2013,4750965,690,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
554,UCiP6wD_tYlYLYh3agzbByWQ,FitnessBlender,United States,Howto & Style,1/19/2010,4738176,841,,,,,,,,,,,
555,UCcvNYxWXR_5TjVK7cSCdW-g,T-Series Apna Punjab,India,Music,9/26/2011,4729092,2952,,,,,,,,,,,
556,UCjN8PEcGmXzaS8ALAPA6RpQ,nomegusta,Brazil,Entertainment,7/20/2013,4728298,125,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
558,UCNdpD9V0PIrH1glUJ6RG4-w,FaZe Clan,-,Entertainment,5/31/2010,4725201,1339,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
560,UCtJkNv0rghEOOiz87xT4C5A,whatdafaqshow,PerÃº,Entertainment,11/13/2009,4708719,523,,,,,,,,,,,
561,UCJkWoS4RsldA1coEIot5yDA,Mother Goose Club,United States,Education,4/22/2008,4699459,625,,,,,,,,,,,
562,UCFNosi99Sp0_eLilBiXmmXA,FutureVEVO,-,Music,6/30/2010,4672483,104,,,,,,,,,,,
563,UCpIAHQcBQp5yWGQ7UR3xixg,Learn Colors with me & Nursery Rhymes Songs,United States,Education,4/1/2016,4670092,49,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
565,UCBvc7pmUp9wiZIFOXEp1sCg,DemolitionRanch,-,Sports,1/3/2011,4663312,334,,,,,,,,,,,
566,UCH6vXjt-BA7QHl0KnfL-7RQ,Simon's Cat,Great-Britain,Pets & Animals,11/14/2007,4660805,179,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
568,UC_hSjGOO67A6gIDUcyuv_8A,Infinite Lists,United States,Entertainment,8/21/2014,4657816,397,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
570,UCvuJTWl_peL49CUfF2EAbyg,Camila Loures,Brazil,Entertainment,5/27/2014,4652657,479,,,,,,,,,,,
571,UCBkNpeyvBO2TdPGVC_PsPUA,G-Eazy,United States,Entertainment,1/24/2009,4650933,168,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
575,UC1UHfW5LkMIlz6FHnEHbXlQ,Christian Figueiredo,Brazil,Entertainment,2/3/2011,4627873,597,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
577,UChYkldqKWymAKTsPku_tDfg,#RefÃºgio Mental,-,Entertainment,8/9/2013,4623257,230,,,,,,,,,,,
578,UCHnyfMqiRRG1u-2MsSQLbXA,Veritasium,United States,Education,7/21/2010,4619488,239,,,,,,,,,,,
579,UCsn6cjffsvyOZCZxvGoJxGg,Corridor,-,Entertainment,5/17/2010,4613989,150,,,,,,,,,,,
580,UCvGiJYBPgVP7W1ypE3DKOqA,byViruZz,-,Entertainment,9/1/2012,4612534,137,,,,,,,,,,,
581,UC-4kjzuh4822B9yPSgpZQgA,Matheus Yurley,Brazil,Entertainment,1/27/2015,4611126,151,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
584,UCBy6yIwHdhEEYG_nwHD-tiQ,Lucas Lucco,Brazil,Music,5/7/2012,4599388,70,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
586,UCI4I6ldZ0jWe7vXpUVeVcpg,HouseholdHacker,United States,Howto & Style,11/6/2007,4590143,444,,,,,,,,,,,
587,UCb3tJ5NKw7mDxyaQ73mwbRg,Kontor.TV,Germany,Music,3/14/2006,4582442,1805,,,,,,,,,,,
588,UCP-Ng5SXUEt0VE-TXqRdL6g,LEGO,Denmark,Entertainment,10/22/2005,4579878,18264,,,,,,,,,,,
589,UCH9ciCUcWavMsFcAJtLUSyw,SixPackAbs.com,-,Howto & Style,12/1/2009,4578690,483,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
591,UCspJ-h5Mw9_zeEhJDzMpkkA,Furious Pete,Canada,Entertainment,8/10/2006,4566260,729,,,,,,,,,,,
592,UCrpkeAWEbFXYoIWEgNx7yzw,Ã tipo isso,Brazil,Entertainment,6/9/2014,4561299,127,,,,,,,,,,,
593,UCDlMDG2j7XQQfvM3jp8nBZQ,VRZOchannel,Thailand,Entertainment,6/29/2012,4560955,873,,,,,,,,,,,
594,UCTXeJ33DzXI2veQpKfrvaYw,Julien Bam,Germany,Entertainment,2/17/2012,4558396,214,,,,,,,,,,,
595,UCbCmjCuTUZos6Inko4u57UQ,ABCkidTV - Nursery Rhymes,-,Education,9/1/2006,4556910,318,,,,,,,,,,,
596,UCe0TLA0EsQbE-MjuHXevj2A,ATHLEAN-Xâ¢,United States,Howto & Style,12/16/2006,4555603,884,,,,,,,,,,,
597,UCAI8SmRbXgSpP8Zo3xZbxzQ,OficialHungria,Brazil,Music,4/13/2013,4553251,31,,,,,,,,,,,
598,UCDRbNGFusqlXX4a5vwi9ouQ,Vat19,United States,Entertainment,2/28/2007,4548828,1189,,,,,,,,,,,
599,UCfwP2H1CDJvssk6g2pm8EgA,gymvirtual,-,Sports,11/1/2010,4544767,628,,,,,,,,,,,
600,UCM9KEEuzacwVlkt9JfJad7g,Chill Nation,United States,Music,2/26/2014,4537073,818,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
602,UCz_cDc_2arKIb6SlJoqFT0w,RackaRacka,Australia,Entertainment,11/7/2013,4525221,110,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
605,UC2nZMhZ2qG5-xpqb440WLYg,ExplodingTNT,Canada,Entertainment,5/8/2011,4515130,578,,,,,,,,,,,
606,UCnB5W_ZJgiDFnklejRGADxw,Pocoyo,EspaÃ±a,Film and Animation,7/31/2007,4512957,901,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
608,UCy9xDEfMD8jrXU3NatFLLtw,Taciele Alcolea,Brazil,Howto & Style,9/8/2009,4507712,1114,,,,,,,,,,,
609,UCUgXK2UjZ8G_EM438aYkGrw,POPS MUSIC,Viet Nam,Music,3/25/2013,4484657,25068,,,,,,,,,,,
610,UCfwMtPbRx38cg7qoQJ0iUlQ,Tom ProduÃ§Ãµes,Brazil,Music,12/29/2008,4479848,415,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
612,UCIXYyHANDvinQMIdauzSNJA,Orkun IÅÄ±tmak,Turkey,Entertainment,4/18/2010,4472381,1127,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
614,UCGTxCNqN5xQx8UnJ4y8cT0w,Mr. Tops,-,Entertainment,7/18/2015,4442759,241,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
616,UCy-pRSIMMBsp-AZlV4go3vw,Pyong Lee,Brazil,Entertainment,5/9/2014,4438949,387,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
620,UCCj956IF62FbT7Gouszaj9w,BBC,-,Entertainment,11/12/2005,4418328,22194,,,,,,,,,,,
621,UCXLw_h6bFfPOKbDJXDUjA-Q,Funny Stop Motion videos,-,Entertainment,1/28/2013,4417875,1312,,,,,,,,,,,
622,UCudKvbd6gvbm5UCYRk5tZKA,TheSoundYouNeed,France,Music,12/19/2012,4413696,302,,,,,,,,,,,
623,UCwohKbRK2QnojtLh3p7xwaA,Ami Rodriguez,-,Entertainment,7/20/2009,4412501,214,,,,,,,,,,,
624,UC_vcKmg67vjMP7ciLnSxSHQ,Amit Bhadana,India,Entertainment,10/24/2012,4407451,40,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
627,UC-FQUIVQ-bZiefzBiQAa8Fw,BBC Radio 1,Great-Britain,Music,3/8/2006,4403411,3543,,,,,,,,,,,
628,UCBq5hp6DvwWam2XOXw6lYJA,Awakening Records,Great-Britain,Music,12/25/2006,4403144,489,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
634,UCQ_RJNjvGLGLoxU6pPodvkQ,Martinez Twins,-,Entertainment,1/9/2016,4375303,127,,,,,,,,,,,
635,UCwpcLKMwiuPg4aqImpGk6Ew,La Granja de ZenÃ³n,-,Music,6/6/2013,4364170,120,,,,,,,,,,,
636,UCvgfXK4nTYKudb0rFR6noLA,UFC - Ultimate Fighting Championship,-,Sports,3/4/2006,4339902,6661,,,,,,,,,,,
637,UC1ga45T4B7LX4llKa3khq4g,Japa,Brazil,Entertainment,1/7/2014,4330808,83,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
639,UCaB_KyYOjfNHBm0f-TvBmiw,TrapMusicHDTV,Latvia,Music,7/15/2013,4327463,836,,,,,,,,,,,
640,UCMkfcY0uNTa7hccthSooPnQ,Haschak Sisters,-,Entertainment,2/5/2008,4326165,144,,,,,,,,,,,
641,UCX2y61A3llrNxXBHg2EtGQw,De'arra & Ken 4 Life,United States,Entertainment,12/11/2014,4320248,200,,,,,,,,,,,
642,UCpEJRZdSpdVZ8vh63T9I2KQ,Funny Stacy,-,Entertainment,4/22/2017,4309223,81,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
644,UCkuPobJMx7DPUdwlVo1TFfA,Drawblogs,-,Entertainment,5/20/2014,4301566,200,,,,,,,,,,,
645,UCJN4c_lZorb_0eyIP_tSS3A,GunsNRosesVEVO,-,Music,5/12/2009,4296076,29,,,,,,,,,,,
646,UCHAbNxkU837UAkZ-OPtdUUw,toyorbabytv,Jordan,Music,11/1/2012,4294675,232,,,,,,,,,,,
647,UCbO9bltbkYwa56nZFQx6XJg,Manny Mua,United States,Howto & Style,7/17/2014,4285293,296,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
649,UCtW7qWjpCZ8zps-Cf2NF26w,Gaane Sune Ansune,India,Music,8/24/2015,4278249,1836,,,,,,,,,,,
650,UCfhmwml--SRANrIVWxEM-SQ,FaZe Banks,United States,Entertainment,9/17/2011,4276584,158,,,,,,,,,,,
651,UC7rtE7hSTaC8xDf5v_7O1qQ,My Mate Nate,Thailand,Entertainment,12/8/2014,4269435,535,,,,,,,,,,,
652,UCQR_jO1aqpsdfrZNHkoSjDQ,CasalDeNerd,Brazil,Entertainment,4/26/2012,4269006,2116,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
654,UCpWaR3gNAQGsX48cIlQC0qw,Tibo InShape,France,Sports,8/15/2008,4257170,483,,,,,,,,,,,
655,UCUHW94eEFW7hkUMVaZz4eDg,minutephysics,-,Science & Technology,6/20/2011,4252630,212,,,,,,,,,,,
656,UCD2vBGB4mK7h3vaBchwvtvw,MamaMiaMakeup,United States,Howto & Style,9/22/2010,4249449,213,,,,,,,,,,,
657,UCUMyZ3GFwAPkEuai3zR3rxg,AndreasChoice,United States,Howto & Style,3/7/2008,4247615,212,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
659,UCNrthyyJVjrJUpePrl6lW_g,Neagle,Brazil,Entertainment,5/26/2013,4231815,1174,,,,,,,,,,,
660,UCHUE4ypXKp7ZkmdWbGJNgJg,AmazingPhil,Great-Britain,Howto & Style,2/7/2006,4228432,247,,,,,,,,,,,
661,UC2iUwfYi_1FCGGqhOUNx-iA,Screen Rant,United States,Entertainment,8/18/2008,4222795,1253,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
663,UCjpH3c5GZ-MaVtLSSLozW5A,JuStYosS,-,Entertainment,3/30/2012,4211110,481,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
665,UCNnnwVSI5Ndo2I4Y-LPuuew,johnlegendVEVO,-,Music,9/2/2009,4204657,108,,,,,,,,,,,
666,UCugD1HAP3INAiXo70S_sAFQ,Pabllo Vittar,Brazil,Music,9/26/2013,4201385,46,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
669,UCbaGn5VkOVlcRgIWAHcrJKA,Cut,-,Entertainment,10/29/2014,4168205,641,,,,,,,,,,,
670,UCpypU2XLYmOsf36xgcgrW3w,Cifra Club,Brazil,Music,9/25/2007,4164023,3604,,,,,,,,,,,
671,UCKMugoa0uHpjUuq14yOpagw,Laura Lee,-,Howto & Style,6/9/2009,4160786,478,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
673,UCx790OVgpTC1UVBQIqu3gnQ,â Kids Roma Show,Ukraine,Entertainment,5/12/2015,4155144,359,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
678,UCVjsKYd_OXTP1M2Kbmcz64g,MatheusKauanVEVO,-,Music,6/11/2015,4127894,63,,,,,,,,,,,
679,UC7ws6SJL00PEUYEk3txx2Ng,whatthechic,-,Howto & Style,8/6/2011,4121450,388,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
682,UCPT5Q93YbgJ_7du1gV7UHQQ,Hardwell,Nederland,Entertainment,12/18/2006,4099249,643,,,,,,,,,,,
683,UCibEhpu5HP45-w7Bq1ZIulw,Fischer's-ãã£ãã·ã£ã¼ãº-,Japan,Entertainment,8/24/2012,4099115,1497,,,,,,,,,,,
684,UCnEn0EUV13IR-_TK7fiIp3g,PointlessBlogVlogs,Great-Britain,Entertainment,3/12/2010,4098651,1225,,,,,,,,,,,
685,UCxz6gPUpL6l5WSTUObsH9MA,Anny May,Russian Federation,Entertainment,4/13/2016,4093209,332,,,,,,,,,,,
686,UCANBW6ACWi9huiCfbKk1pbQ,Papa Jake,Canada,Entertainment,6/3/2009,4092002,3373,,,,,,,,,,,
687,UChWmYNTHQpLmJdkScwNrgcA,Megan Nicole,-,Music,12/21/2009,4091223,212,,,,,,,,,,,
688,UCCTR5nIFvWBW9MeGEGPNG4g,Cat Music,Romania,Music,1/23/2007,4089206,1709,,,,,,,,,,,
689,UCIeNlITYK46VkR7yIuTL8GQ,Volga Video,India,Entertainment,3/23/2012,4078423,27844,,,,,,,,,,,
690,UC5ls68cohdcyGx10e1TV9XA,ÙØªØ¹ Ø¹ÙÙÙ,Saudi Arabia,Entertainment,2/11/2014,4076305,1238,,,,,,,,,,,
691,UCNpY5DI8KO-ROA2BxgGWrXg,RickyMartinVEVO,-,Music,9/2/2009,4068517,273,,,,,,,,,,,
692,UCjjC1Jk_1o1VWpLalgo21XQ,GEazyMusicVEVO,-,Music,4/25/2014,4067125,98,,,,,,,,,,,
693,UCVE91qOw9Ke8EsK95lMuF2Q,FluffyJet Toys,Australia,Entertainment,3/17/2010,4066164,1473,,,,,,,,,,,
694,UCe1T7EkHIHvOIWBG1Om8xHA,TOYS on the go!,-,Entertainment,9/24/2013,4064716,681,,,,,,,,,,,
695,UCk8GzjMOrta8yxDcKfylJYw,â¿ Kids Diana Show,United States,Entertainment,5/12/2015,4058325,390,,,,,,,,,,,
696,UCamIJYAJJGmfpT8N1-q6eug,Maisa Silva,Brazil,Entertainment,7/29/2014,4057048,126,,,,,,,,,,,
697,UCkjjH0hsvaeRIuwGlM9oSvg,Mis Pastelitos,-,Howto & Style,6/24/2014,4056921,263,,,,,,,,,,,
698,UCIJwWYOfsCfz6PjxbONYXSg,blogilates,United States,Howto & Style,6/13/2009,4052184,533,,,,,,,,,,,
699,UCULzCZWkkOb9dW8rr6dguQQ,Maiara e Maraisa,Brazil,Music,8/9/2013,4049879,61,,,,,,,,,,,
700,UC6awBq3lKY35T__puHY2OYQ,jesseyjoyoficial,-,Music,6/3/2009,4049504,171,,,,,,,,,,,
701,UCda7Fl9Q4wmqDqASRDqrVbA,Muca MuriÃ§oca,Brazil,Entertainment,10/31/2012,4045787,572,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
704,UCMC76gnod0teGEDlpt3IHwA,OHA diyorum!,Turkey,Entertainment,7/9/2014,4037553,2226,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
706,UChRZS2yZ2TDEO13e3g4zHTQ,Baby Nursery Rhymes,United States,Education,7/30/2013,4033973,426,,,,,,,,,,,
707,UCe52oeb7Xv_KaJsEzcKXJJg,MBCkpop,"Korea, Republic of",Music,12/14/2011,4031521,30082,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
709,UCD-NZ6Gm9jk1MvjVLRT1NOw,Keyblade,EspaÃ±a,Music,6/23/2010,4022485,260,,,,,,,,,,,
710,UCe6pKugTDyOPT1Md2DTybbQ,7 Minutoz,Brazil,Music,6/4/2012,4018747,285,,,,,,,,,,,
711,UCr-gTfI7au9UaEjNCbnp_Nw,Vidya Vox,United States,Music,3/14/2014,4011907,30,,,,,,,,,,,
712,UCwTRjvjVge51X-ILJ4i22ew,Sing King Karaoke,Great-Britain,Music,11/16/2012,3999305,1530,,,,,,,,,,,
713,UCtg5C-d_3rPUgMaxr285mQQ,Top Trending,United States,Entertainment,2/9/2014,3984370,473,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
716,UCrwmu-gceGOmtZeuTsn7DlQ,BlackEyedPeasVEVO,-,Music,5/12/2009,3977036,55,,,,,,,,,,,
717,UCzIdYMdAtTsWucGCZyZvN6w,Toys Unlimited,United States,Film and Animation,2/7/2015,3967170,1285,,,,,,,,,,,
718,UC-Tvz0FJd6xRvVDw_4dc_GQ,Gelli Clash,Brazil,Entertainment,12/20/2014,3958223,1278,,,,,,,,,,,
719,UC9snVocfclGhLbFuSgrEfMw,wisinofficalVEVO,-,Music,9/26/2013,3956591,74,,,,,,,,,,,
720,UCmfubvBaxf2lxJQwPPd8fpQ,8cho,-,Entertainment,8/9/2014,3955676,227,,,,,,,,,,,
721,UCkpvU1ZMcg1RVxxvy8ng60w,YanGo,Ukraine,Entertainment,10/3/2014,3954973,160,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
723,UCvrhwpnp2DHYQ1CbXby9ypQ,Vijay Television,India,Entertainment,2/1/2007,3953548,17632,,,,,,,,,,,
724,UC9TreTE-iXwfwQl72DzDurA,Kandee Johnson,-,Howto & Style,1/4/2009,3947944,632,,,,,,,,,,,
725,UCXZpQgX1897wYDLtvzmgyIA,Facts Verse,United States,Entertainment,9/17/2015,3945579,797,,,,,,,,,,,
726,UCKVBGsCF9uitjUg-R3nMRpw,BersGamer â¤,-,Entertainment,2/14/2012,3945042,4738,,,,,,,,,,,
727,UCFzm6oAGFmmZfkrzQ5wATSQ,ZEDDVEVO,-,Music,4/9/2012,3944621,46,,,,,,,,,,,
728,UCUudDyi0JiVmSxarvU98YYQ,zeldaxlove64 Christina Grimmie,-,Music,2/9/2009,3941544,239,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
730,UCnzbVkknmqhRqUKg7RDTDeg,Chris Smoove,-,Sports,3/20/2006,3940706,4399,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
733,UC6-NBhOCP8DJqnpZE4TNE-A,Lance Stewart,United States,Entertainment,2/6/2014,3932701,731,,,,,,,,,,,
734,UCTKDB3h5zMdf_2siDHsd_yw,Cimorelli,United States,Music,9/26/2008,3927752,491,,,,,,,,,,,
735,UCd1fLoVFooPeWqCEYVUJZqg,Matt Stonie,United States,Entertainment,8/24/2012,3921078,306,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
737,UCbKWv2x9t6u8yZoB3KcPtnw,Alan Becker,United States,Film and Animation,7/24/2006,3916979,71,,,,,,,,,,,
738,UCfwx98Wty7LhdlkxL5PZyLA,Barcroft TV,Great-Britain,News & Politics,6/23/2006,3916525,2005,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
740,UCFTVNLC7ysej-sD5lkLqNGA,æ¨ä¸ããã Yuka Kinoshita,Japan,Entertainment,5/21/2014,3904521,1293,,,,,,,,,,,
741,UClkUrNgGC4BD6pWURJbM9MQ,AWESMR kids,-,Entertainment,10/2/2013,3898612,1655,,,,,,,,,,,
742,UC_pwIXKXNm5KGhdEVzmY60A,CJENMMUSIC Official,"Korea, Republic of",Music,3/25/2011,3897394,4461,,,,,,,,,,,
743,UC5zSySQab9SA6Wz569WDgqw,Ingrid Nilsen,-,Howto & Style,10/24/2009,3894302,639,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
745,UCWwqHwqLSrdWMgp5DZG5Dzg,Troom Troom,United States,Howto & Style,9/12/2015,3886957,503,,,,,,,,,,,
